,Price,Area,Location,No. of Bedrooms,Gymnasium,Car Parking,Landscaped Gardens,Swimming Pool
2017,13500000,1250,Anand Nagar Thane West,2,No,Yes,Yes,No
2018,12800000,1100,Majiwada thane,2,No,Yes,Yes,No
2019,19000000,1600,Majiwada thane,3,No,Yes,Yes,No
2020,15000000,1400,Majiwada thane,3,No,Yes,Yes,No
2021,12800000,1100,Sainath Nagar,2,No,Yes,Yes,No
2023,19000000,1600,Sainath Nagar,3,No,Yes,Yes,No
2024,14000000,1014,Charkop Sector 8,2,No,Yes,No,No
2025,9100000,920,Thane West,2,Yes,No,No,No
2027,22200000,900,Andheri,3,No,Yes,No,No
2028,10500000,980,Borivali,2,Yes,No,Yes,No
2029,13200000,918,Borivali East,2,Yes,No,Yes,No
2030,14200000,925,Kandivali West,2,Yes,Yes,Yes,Yes
2031,16000000,1232,Malad East,2,Yes,Yes,Yes,Yes
2032,10300000,975,Malad East,2,Yes,Yes,Yes,Yes
2033,8100000,710,Malad East,1,Yes,Yes,Yes,Yes
2034,20099999,1100,Malad West,2,Yes,Yes,Yes,Yes
2035,11700000,840,Malad West,2,Yes,Yes,No,No
2036,2816000,630,Vasai,1,No,Yes,No,No
2037,2596000,590,Vasai,1,No,Yes,No,No
2038,8000000,950,Kharghar,2,No,Yes,No,No
2039,4300000,800,Kharghar,1,No,Yes,No,No
2040,8000000,1075,Kharghar,2,Yes,Yes,Yes,Yes
2041,8300000,1050,Kharghar,2,Yes,Yes,Yes,Yes
2042,4500000,600,Kharghar,1,Yes,Yes,Yes,Yes
2043,5000000,650,Kharghar,1,No,Yes,No,No
2044,8500000,1175,Kharghar,2,Yes,Yes,No,No
2045,8500000,1050,Kharghar,2,Yes,Yes,Yes,Yes
2046,9500000,1120,Kharghar,2,Yes,Yes,Yes,Yes
2047,6500000,735,Kharghar,1,Yes,Yes,No,Yes
2048,7000000,735,Kharghar,1,Yes,Yes,Yes,Yes
2049,6500000,649,Kharghar,1,No,Yes,Yes,No
2050,6500000,660,Kharghar,1,Yes,Yes,Yes,Yes
2051,8500000,1000,Kharghar,2,Yes,Yes,Yes,Yes
2052,10500000,1120,Kharghar,2,Yes,Yes,No,Yes
2053,13700000,1380,Kharghar,2,Yes,Yes,Yes,Yes
2054,9500000,1120,Kharghar,2,Yes,Yes,No,Yes
2055,5500000,649,Kharghar,1,No,Yes,Yes,No
2056,4200000,650,Kharghar,1,Yes,Yes,Yes,Yes
2057,8000000,954,Kharghar,2,No,Yes,No,No
2058,7800000,1000,Kharghar,2,No,Yes,No,No
2059,6200000,650,Kharghar,1,No,Yes,Yes,No
2061,15000000,1050,Kharghar,2,Yes,Yes,Yes,No
2062,5800000,735,Kharghar,1,Yes,Yes,Yes,Yes
2063,4200000,650,Kharghar,1,Yes,Yes,Yes,Yes
2064,4400000,620,Kharghar,1,No,Yes,Yes,No
2065,6500000,735,Kharghar,1,Yes,Yes,No,Yes
2066,8500000,1115,Kharghar,2,Yes,Yes,No,Yes
2067,5500000,620,Kharghar,1,Yes,Yes,Yes,Yes
2068,13500000,1677,Kharghar,3,No,Yes,No,No
2069,15500000,1530,Kharghar,3,Yes,Yes,Yes,Yes
2070,20000000,1600,Kharghar,3,Yes,Yes,Yes,Yes
2071,9500000,1075,Kharghar,2,Yes,Yes,Yes,Yes
2072,6900000,735,Kharghar,1,Yes,Yes,No,Yes
2073,5200000,641,Kharghar,1,Yes,Yes,Yes,Yes
2074,6000000,735,Kharghar,1,Yes,Yes,No,Yes
2075,5200000,641,Kharghar,1,Yes,Yes,Yes,Yes
2076,8500000,1100,Kharghar,2,Yes,Yes,Yes,Yes
2077,6000000,735,Kharghar,1,Yes,Yes,No,Yes
2078,11000000,1254,Kharghar,3,Yes,Yes,Yes,Yes
2079,6000000,750,Kharghar,1,Yes,Yes,No,Yes
2080,15000000,1380,Kharghar,3,Yes,Yes,Yes,Yes
2081,12000000,1210,Kharghar,2,Yes,Yes,Yes,Yes
2082,5200000,525,Khar,1,No,Yes,No,No
2083,13000000,1498,Kharghar,3,Yes,Yes,Yes,Yes
2084,12000000,1395,Kharghar,3,Yes,Yes,Yes,Yes
2085,8700000,1050,Kharghar,2,Yes,Yes,Yes,Yes
2086,11500000,1133,Panvel,2,Yes,No,Yes,Yes
2087,2700000,410,Kalyan West,1,No,Yes,Yes,No
2088,3500000,565,Kalyan West,1,No,Yes,Yes,No
2089,5200000,596,Kalyan West,1,No,Yes,Yes,No
2090,11000000,800,Mulund West,2,No,Yes,No,No
2091,11000000,350,Jogeshwari East,1,No,Yes,No,No
2092,2500000,545,Virar East,1,No,No,No,No
2093,4300000,650,Mira Road East,1,No,Yes,Yes,Yes
2094,5900000,650,Mira Road East,1,No,Yes,Yes,Yes
2095,6559999,965,Mira Road East,2,Yes,Yes,Yes,Yes
2096,7240000,965,Mira Road East,2,Yes,Yes,Yes,Yes
2097,7940000,965,Mira Road East,2,Yes,Yes,Yes,Yes
2098,7900000,965,Mira Road East,2,Yes,Yes,Yes,Yes
2099,8100000,965,Mira Road East,2,Yes,Yes,Yes,Yes
2100,9500000,665,Kandivali West,1,Yes,Yes,Yes,Yes
2102,8500000,840,Mira Road East,2,Yes,No,No,No
2103,2394000,640,Titwala,1,Yes,Yes,Yes,No
2104,2394000,640,Titwala,1,Yes,Yes,Yes,No
2105,2436000,575,Thane West,1,No,Yes,Yes,No
2106,12900000,310,Prabhadevi,1,No,Yes,No,No
2107,2225000,595,Ambernath East,1,No,Yes,Yes,No
2108,2565000,675,Badlapur East,1,No,Yes,Yes,No
2109,15300000,1040,Andheri,2,Yes,Yes,No,Yes
2110,9000000,793,Dahisar East,2,Yes,Yes,No,No
2111,10500000,760,Vile Parle,1,Yes,Yes,Yes,No
2112,24000000,1240,kandivali,3,Yes,Yes,Yes,Yes
2113,7200000,693,kandivali,1,Yes,Yes,Yes,Yes
2114,7000000,627,kandivali,1,Yes,Yes,Yes,Yes
2115,14500000,1020,kandivali,2,Yes,Yes,Yes,Yes
2116,19000000,1290,kandivali,2,Yes,Yes,Yes,Yes
2117,22500000,1495,kandivali,3,Yes,Yes,Yes,Yes
2119,24500000,1558,Ghatkopar,3,No,Yes,Yes,Yes
2120,23500000,1415,Goregaon,3,Yes,Yes,Yes,Yes
2121,18500000,1202,Goregaon,2,Yes,Yes,Yes,Yes
2123,18500000,1065,Goregaon West,2,Yes,Yes,Yes,Yes
2124,17000000,1215,Goregaon,2,No,Yes,No,No
2125,9000000,650,Goregaon,1,Yes,Yes,Yes,Yes
2127,18000000,987,Goregaon,2,Yes,Yes,Yes,Yes
2128,21000000,1040,Goregaon,2,Yes,Yes,Yes,Yes
2131,13500000,994,Malad East,2,Yes,Yes,Yes,Yes
2132,18000000,900,Vikhroli,2,Yes,Yes,Yes,Yes
2134,6600000,555,Bhandup West,1,No,No,No,No
2135,2900000,620,Dombivali East,1,No,Yes,Yes,No
2146,8200000,1000,sec 50 new,2,No,No,No,No
2147,19000000,1411,Marol,1,Yes,Yes,No,Yes
2148,15500000,1000,Vakola Pipeline Road,2,No,Yes,No,No
2149,11000000,600,Chembur,1,No,Yes,No,No
2150,3853000,860,Neral,2,No,No,No,No
2152,4907000,755,Panvel,1,Yes,Yes,Yes,Yes
2153,8100000,1137,Mira Road East,2,Yes,Yes,Yes,Yes
2155,6500000,700,Shil Phata,2,Yes,No,No,Yes
2156,5500000,650,Shil Phata,2,Yes,No,No,Yes
2157,25000000,1080,Malad East,3,No,No,No,No
2158,8323999,1051,Kalwa,2,No,No,No,Yes
2159,13000000,903,Andheri East,2,Yes,Yes,No,No
2160,2500000,690,Vangani,1,No,No,No,No
2164,12000000,600,Chembur,1,No,Yes,No,No
2165,12000000,600,Chembur,1,No,Yes,No,No
2167,23900000,400,Andheri West,2,No,Yes,Yes,No
2168,8000000,1095,Kamothe,2,No,No,No,No
2170,7600000,1350,Palava,3,No,No,No,No
2171,4000000,750,Palava,1,No,No,No,No
2172,6500000,1150,Palava,3,No,No,No,No
2173,3900000,650,Palava,1,No,No,No,No
2174,5000000,900,Palava,2,No,No,No,No
2178,3600000,700,Dombivali,1,No,No,No,No
2179,14900000,1200,Malad East,1,No,Yes,No,No
2180,14900000,806,Malad East,2,No,Yes,No,No
2182,3700000,640,Karanjade,1,No,No,No,No
2183,4700000,675,Sector-8 Ulwe,1,No,No,No,No
2184,4300000,950,Taloja,2,No,Yes,No,No
2185,3250000,690,Taloja,1,No,Yes,No,No
2186,3750000,671,Taloja,1,No,Yes,No,No
2187,5600000,1050,taloja panchanand,2,No,Yes,No,No
2188,3797999,910,Badlapur East,2,Yes,No,No,Yes
2189,5500000,980,Kalyan West,2,Yes,No,Yes,Yes
2190,3890000,650,Kalyan West,1,Yes,No,Yes,Yes
2191,14900000,1100,Malad West,2,Yes,Yes,Yes,Yes
2195,18000000,560,matunga east,1,Yes,No,No,No
2196,3300000,920,Badlapur East,2,Yes,Yes,Yes,Yes
2197,2600000,660,Badlapur East,1,Yes,Yes,Yes,Yes
2198,2650000,660,Badlapur East,1,Yes,Yes,Yes,Yes
2199,22500000,922,Goregaon West,2,Yes,Yes,No,Yes
2200,7700000,1095,Ulwe,2,No,No,No,No
2201,6800000,925,Ulwe,2,No,No,No,No
2202,4800000,725,Ulwe,1,No,No,No,No
2203,9700000,575,Chembur,1,Yes,Yes,No,Yes
2204,10500000,1355,Ulwe,2,No,No,No,No
2205,12000000,1750,Ulwe,3,No,No,No,No
2206,9000000,550,Mulund East,1,No,No,No,No
2207,9000000,550,Mulund East,1,No,No,No,No
2208,5700000,450,Dahisar,1,Yes,No,No,Yes
2209,2425000,690,Badlapur West,1,Yes,Yes,Yes,No
2210,3750000,1050,Badlapur East,2,Yes,No,Yes,No
2211,2815000,710,Badlapur East,1,Yes,No,No,Yes
2212,3615000,1040,Badlapur East,2,Yes,No,No,Yes
2213,3999000,994,Ambernath East,2,Yes,No,No,No
2214,3954999,993,Ambernath East,2,Yes,No,No,No
2215,3415000,925,Ambernath East,2,Yes,No,No,No
2216,3410000,918,Ambernath East,2,Yes,No,No,No
2217,2300000,650,Ambernath East,1,Yes,No,No,No
2218,18500000,1350,Malad East,2,Yes,Yes,No,Yes
2219,15100000,1350,Kandivali East,3,Yes,Yes,Yes,Yes
2220,6000000,915,Vasai,2,No,No,No,No
2224,14500000,900,Kandivali East,2,Yes,Yes,No,Yes
2225,20000000,1600,Malad East,3,Yes,Yes,Yes,Yes
2226,19000000,1100,Malad East,2,Yes,Yes,Yes,Yes
2227,19000000,1100,Malad East,2,Yes,Yes,Yes,Yes
2228,19100000,800,Borivali West,2,No,No,No,No
2229,15500000,1000,Malad East,2,Yes,Yes,Yes,Yes
2230,16000000,900,Thane West,2,Yes,No,No,No
2231,5399000,905,Thane West,2,Yes,Yes,Yes,Yes
2232,4199000,625,Thane West,1,Yes,Yes,Yes,Yes
2233,18500000,950,Jogeshwari West,2,No,No,No,No
2235,19000000,1100,Goregaon West,2,Yes,Yes,No,Yes
2236,25000000,1350,Malad West,2,Yes,No,No,Yes
2238,21500000,1340,Malad West,2,Yes,Yes,Yes,No
2239,11000000,600,Borivali West,1,No,No,No,No
2240,16000000,1100,Dahisar West,2,No,No,No,No
2241,8500000,640,Kandivali West,1,No,No,No,No
2243,2100000,634,Ambernath West,1,Yes,Yes,Yes,No
2244,21500000,1390,Malad West,3,Yes,Yes,Yes,Yes
2245,5200000,650,Mira Road East,1,No,No,No,No
2246,8338000,981,Mira Road East,2,Yes,No,No,Yes
2247,6426000,693,Mira Road East,1,Yes,No,No,Yes
2248,6426000,693,Mira Road East,1,Yes,No,No,Yes
2249,8480000,1060,Mira Road East,2,Yes,No,No,Yes
2250,6048000,756,Mira Road East,1,Yes,No,No,Yes
2251,6048000,756,Mira Road East,1,Yes,No,No,Yes
2252,5500000,700,Thane West,1,No,Yes,No,No
2253,8330000,980,Mira Road East,2,No,Yes,Yes,Yes
2254,6120000,720,Mira Road East,1,No,Yes,Yes,Yes
2255,6700000,531,Mira Road East,1,No,No,No,No
2256,19000000,760,Santacruz East,2,No,No,No,No
2257,18500000,650,Andheri West,1,No,No,No,No
2258,13500000,750,Andheri East,2,No,No,No,No
2259,13500000,750,Andheri East,2,Yes,No,No,Yes
2260,15000000,1100,Dahisar,2,No,No,No,Yes
2261,10500000,500,Borivali West,1,No,No,No,No
2262,14000000,650,Dharavi,1,No,Yes,Yes,No
2263,4200000,1010,Ambernath East,2,Yes,No,No,No
2264,14500000,1215,Kharghar,2,No,No,No,No
2265,14500000,1215,Kharghar,2,Yes,No,No,Yes
2267,18500000,1650,Kharghar,3,Yes,No,No,Yes
2268,14000000,1100,Kharghar,2,No,No,No,No
2269,14000000,1100,Kharghar,2,Yes,No,No,Yes
2270,23000000,1500,Ville Parle East,2,Yes,No,No,No
2272,17000000,700,Ville Parle East,1,No,No,No,No
2275,20000000,650,Andheri West,2,No,No,No,No
2277,18900000,600,Ville Parle East,1,No,No,No,No
2287,19000000,1150,Andheri East,2,No,No,No,No
2288,22000000,1000,Andheri East,2,No,No,No,No
2289,22000000,1300,Andheri East,3,No,No,No,No
2296,25000000,900,Ville Parle East,2,No,No,No,No
2297,13500000,550,Andheri East,1,No,No,No,No
2298,12500000,450,Ville Parle East,1,No,No,No,No
2299,24000000,1400,Ville Parle East,2,Yes,No,No,No
2305,19000000,1155,Powai,2,Yes,Yes,Yes,Yes
2306,25000000,1445,Powai,3,Yes,Yes,Yes,Yes
2307,19000000,1150,Powai,2,Yes,Yes,Yes,Yes
2308,3700000,1025,Badlapur East,2,Yes,No,Yes,Yes
2309,3700000,1025,Badlapur East,2,Yes,No,Yes,Yes
2310,2750000,730,Badlapur East,1,Yes,No,Yes,Yes
2312,9800000,728,Malad West,1,Yes,No,No,Yes
2313,4500000,450,Anjurdive,1,Yes,Yes,Yes,Yes
2314,2250000,610,Badlapur East,1,Yes,No,Yes,Yes
2315,13500000,1066,Malad West,2,Yes,No,No,No
2316,9800000,728,Malad West,1,No,No,No,No
2317,22500000,1650,Borivali West,3,Yes,No,No,No
2318,7837000,1045,Mira Road East,2,No,No,No,No
2319,5250000,700,Mira Road East,1,No,No,No,No
2321,7700000,999,Kalyan West,2,Yes,Yes,Yes,Yes
2323,14500000,1000,Kandivali East,2,Yes,Yes,Yes,Yes
2324,15500000,1000,Kandivali East,2,Yes,No,Yes,Yes
2325,12000000,1010,Malad West,2,Yes,Yes,Yes,Yes
2326,14000000,1150,Kharghar,2,Yes,Yes,Yes,Yes
2327,12500000,1150,Kharghar,2,Yes,Yes,Yes,Yes
2328,2300000,450,Vasai east,1,No,No,No,No
2329,4700000,695,Kalyan West,1,Yes,Yes,Yes,Yes
2331,7500000,1145,Vasai,2,No,Yes,No,No
2332,8500000,525,Kandivali East,1,Yes,Yes,Yes,Yes
2333,16000000,1000,Kandivali East,2,Yes,Yes,Yes,Yes
2335,4000000,540,Dombivli (West),1,No,No,No,No
2336,7150000,1050,Ulwe,2,Yes,No,No,No
2338,16500000,1090,Kandivali East,2,Yes,Yes,No,Yes
2339,4700000,695,Kalyan West,1,Yes,Yes,Yes,Yes
2341,20000000,1000,Malad West,2,No,No,No,No
2342,13500000,860,Kandivali East,2,Yes,Yes,Yes,Yes
2343,15500000,1000,Kandivali East,2,Yes,Yes,Yes,Yes
2344,8320000,1040,Bhayandar East,2,No,No,No,No
2345,5160000,645,Bhayandar East,1,No,No,No,No
2346,3500000,655,Ulwe,1,No,No,No,No
2347,8000000,1000,Mira Road East,2,Yes,Yes,No,Yes
2349,16500000,1090,Kandivali East,2,Yes,Yes,No,Yes
2350,14500000,995,Kandivali East,2,Yes,Yes,Yes,Yes
2351,22500000,1655,Kandivali East,3,Yes,Yes,No,Yes
2352,5600000,700,Mira Road East,1,Yes,Yes,No,Yes
2354,5690000,769,Mira Road East,1,Yes,Yes,Yes,Yes
2355,8413000,1137,Mira Road East,2,Yes,Yes,Yes,Yes
2356,11500000,635,Jogeshwari West,1,No,No,No,No
2358,10200000,864,Kandivali West,2,No,No,No,No
2359,17000000,1080,Sion,2,No,No,No,No
2360,12100000,1100,Goregaon East,2,No,No,No,No
2361,7800000,1105,Ulwe,2,No,No,No,No
2362,7700000,1020,Mira Road East,2,No,No,No,No
2363,19700000,800,Andheri West,2,Yes,Yes,No,Yes
2364,8500000,1100,Ulwe,2,No,No,No,No
2365,18200000,750,Andheri West,2,Yes,Yes,No,Yes
2368,6700000,1125,Uran,2,No,No,No,No
2369,17900000,750,Andheri West,2,Yes,Yes,No,Yes
2370,4500000,600,Greater Khanda,1,No,No,No,No
2371,9200000,1127,Ulwe,2,No,No,No,No
2372,8500000,1125,Ulwe,2,No,No,No,No
2373,5330000,715,Mira Road East,1,No,No,No,No
2374,21800000,1100,Kandivali East,3,Yes,Yes,No,Yes
2376,10000000,600,Andheri East,1,No,No,No,No
2377,8100000,1097,Ulwe,2,No,No,No,No
2378,5200000,688,Ulwe,1,No,No,No,No
2379,3700000,667,Ulwe,1,No,No,No,No
2381,4500000,645,Dombivli (West),1,No,No,No,No
2382,11500000,870,Koper Khairane,2,No,No,No,No
2384,11500000,471,Thane West,1,Yes,Yes,Yes,Yes
2385,23000000,500,Ville Parle East,1,Yes,No,No,No
2387,16000000,1000,Kandivali East,2,Yes,Yes,Yes,Yes
2388,8000000,510,Chembur,1,No,No,No,No
2389,11500000,650,Chembur,1,No,No,No,No
2390,11000000,650,Chembur,1,No,No,No,No
2391,20000000,550,Bandra West,1,No,No,No,No
2392,8700000,525,Kandivali East,1,Yes,Yes,No,Yes
2394,9500000,515,Kandivali East,1,Yes,No,No,No
2396,9800000,580,Malad West,1,Yes,Yes,No,Yes
2397,5200000,679,Ulwe,1,No,No,No,No
2398,13500000,900,Malad West,2,Yes,No,Yes,Yes
2399,4300000,620,Koper Khairane,1,No,No,No,No
2400,9500000,595,Powai,1,Yes,Yes,No,Yes
2401,9500000,595,Powai,1,Yes,Yes,No,Yes
2402,11000000,585,Powai,1,Yes,No,No,Yes
2403,19000000,1325,Kandivali East,3,No,No,No,No
2405,9000000,525,Kandivali East,1,Yes,Yes,Yes,Yes
2406,9600000,950,Thane West,2,Yes,Yes,No,Yes
2407,9600000,900,Thane West,2,Yes,Yes,No,Yes
2410,16000000,950,Dahisar,2,Yes,Yes,Yes,Yes
2411,8500000,600,Malad West,1,No,No,No,No
2412,18000000,980,Powai,2,Yes,Yes,Yes,Yes
2413,5400000,697,Ulwe,1,No,No,No,No
2415,14000000,1050,Thane West,2,Yes,Yes,Yes,Yes
2416,14000000,1050,Thane West,2,Yes,Yes,Yes,Yes
2417,2000000,780,Boisar,2,Yes,No,Yes,Yes
2419,5700000,725,Ulwe,1,No,No,No,No
2420,13799999,1050,Malad West,2,Yes,Yes,Yes,Yes
2421,12600000,850,Thane West,2,Yes,No,No,Yes
2422,8500000,750,Kandivali West,1,No,No,No,No
2424,14500000,1050,Jogeshwari West,2,No,No,No,No
2425,14500000,1050,Jogeshwari West,2,No,No,No,No
2426,21400000,1101,Malad West,3,No,No,No,No
2427,16200000,872,Malad West,2,Yes,No,No,Yes
2428,2700000,560,Panvel,1,Yes,Yes,No,No
2430,6498999,945,Thane West,2,Yes,Yes,Yes,Yes
2431,18800000,985,Powai,2,Yes,No,Yes,Yes
2432,8000000,1300,Panvel,2,Yes,No,No,Yes
2433,6400000,495,Airoli,1,No,No,No,No
2434,3800000,678,Ulwe,1,No,No,No,No
2436,6000000,660,Ghansoli,1,No,No,No,No
2437,6000000,660,Ghansoli,1,No,No,No,No
2439,4300000,665,Ulwe,1,No,No,No,No
2440,4000000,480,Shil Phata,1,Yes,No,No,Yes
2441,8200000,1055,Ulwe,2,No,No,No,No
2442,6900000,1287,Palava,3,No,No,No,No
2443,6900000,1287,Palava,3,Yes,No,No,Yes
2444,16500000,980,Sion,2,Yes,No,No,No
2445,4000000,685,Ulwe,1,No,No,No,No
2446,16000000,826,Malad West,2,Yes,No,No,Yes
2447,8500000,1075,Ulwe,2,No,No,No,No
2448,16000000,742,Malad West,2,Yes,No,No,Yes
2450,16299999,742,Malad West,2,Yes,No,No,Yes
2452,14600000,720,Malad West,2,Yes,Yes,No,Yes
2453,19500000,1400,Malad West,2,Yes,No,No,No
2454,3500000,360,Mira Road East,1,No,No,No,No
2458,10000000,1050,Dombivli (West),2,No,No,No,No
2459,16500000,840,Kandivali West,2,No,No,No,No
2460,16500000,840,Kandivali West,2,No,No,No,No
2466,7500000,800,Ulwe,1,No,No,No,No
2469,9150000,1127,Belapur,2,Yes,No,No,No
2472,21500000,1450,Borivali East,2,Yes,No,No,Yes
2473,13000000,1565,Ulwe,3,Yes,No,No,Yes
2474,9500000,700,Kandivali East,1,Yes,Yes,No,Yes
2475,8500000,560,Dahisar West,1,No,No,No,No
2476,15200000,1140,Malad West,2,Yes,Yes,Yes,Yes
2477,14500000,1150,Malad West,2,Yes,Yes,Yes,Yes
2478,6700000,950,Mira Road East,2,No,Yes,No,No
2479,7500000,950,Mira Road East,2,Yes,Yes,Yes,Yes
2480,16600000,981,Thane West,2,No,No,Yes,No
2481,15500000,915,Thane West,2,No,No,Yes,No
2482,14900000,883,Thane West,2,No,No,Yes,No
2483,14800000,879,Thane West,2,No,No,Yes,No
2484,15700000,928,Thane West,2,No,No,Yes,No
2485,15500000,919,Thane West,2,No,No,Yes,No
2486,13500000,800,Thane West,2,No,No,Yes,No
2487,20000000,1012,Thane West,3,No,No,Yes,No
2488,12900000,766,Thane West,2,No,No,Yes,No
2489,2500000,728,Ambernath West,1,Yes,No,Yes,Yes
2490,11000000,600,Mulund West,1,Yes,Yes,Yes,Yes
2491,17200000,1250,Kandivali East,3,Yes,Yes,No,Yes
2492,22500000,1780,Kandivali East,3,Yes,Yes,No,Yes
2493,12500000,745,Kandivali East,2,No,Yes,No,No
2494,6500000,465,Kandivali East,1,Yes,Yes,Yes,Yes
2495,11500000,780,Kandivali East,2,Yes,Yes,Yes,Yes
2496,6400000,365,Kandivali East,1,Yes,Yes,Yes,Yes
2497,23500000,1325,Kandivali East,3,No,No,No,Yes
2499,18500000,1050,Borivali West,2,Yes,No,No,No
2500,19900000,800,Kandivali West,2,No,No,No,No
2501,8500000,600,Dahisar East,1,No,No,No,No
2502,5800000,695,Mira Road East,1,No,Yes,No,No
2503,10100000,548,Malad West,1,Yes,Yes,No,Yes
2504,9500000,580,Dahisar,1,No,No,No,No
2505,2450000,575,Nala Sopara,1,Yes,Yes,No,Yes
2506,20000000,823,Malad West,2,No,No,No,No
2507,2100000,585,Nala Sopara,1,No,No,No,No
2508,24000000,960,Andheri West,2,No,No,No,No
2510,17800000,1250,Thane West,3,Yes,No,No,Yes
2511,2200000,620,Nala Sopara,1,No,No,Yes,No
2512,6500000,450,Malad West,1,No,No,No,No
2513,4800000,615,Mira Road East,1,No,No,No,No
2515,12000000,680,Kandivali West,2,No,Yes,No,No
2516,5200000,350,Malad West,1,No,No,No,No
2517,2900000,200,Malad West,1,No,No,No,No
2518,2800000,200,Malad West,1,No,No,No,No
2519,2900000,220,Malad West,1,No,No,No,No
2520,2900000,220,Malad West,1,No,No,No,No
2521,3000000,225,Malad West,1,No,No,No,No
2522,2300000,225,Malad West,1,No,No,No,No
2523,3400000,450,Kandivali West,1,No,No,No,No
2524,8900000,750,Malad West,1,Yes,Yes,Yes,Yes
2525,19300000,1600,Malad West,3,Yes,No,Yes,Yes
2526,16399999,1065,Kandivali East,2,Yes,No,No,Yes
2527,17500000,1120,Kandivali East,2,Yes,Yes,No,Yes
2528,13000000,1450,Malad West,2,Yes,Yes,No,Yes
2529,19000000,1350,Malad West,3,Yes,Yes,Yes,Yes
2530,5500000,725,Dombivli (West),1,No,No,No,No
2531,14000000,780,Goregaon West,2,No,No,No,No
2532,7500000,550,Dahisar West,1,No,No,No,No
2533,11500000,860,Vashi,2,No,No,No,No
2536,15500000,840,Powai,2,No,No,No,No
2537,10900000,500,Kanjurmarg East,1,No,No,No,No
2541,23600000,1242,Kandivali West,3,Yes,No,No,No
2542,16900000,888,Kandivali West,2,Yes,No,No,No
2543,16900000,888,Kandivali West,2,Yes,No,No,No
2545,8600000,550,Borivali West,1,No,No,No,No
2546,16800000,1690,Ulwe,3,Yes,No,No,No
2547,16000000,1215,Ulwe,2,Yes,No,No,No
2548,17500000,1000,Chembur,2,Yes,Yes,Yes,Yes
2552,19600000,1010,Chembur,2,Yes,No,Yes,Yes
2556,11500000,1120,Kurla West,2,No,No,No,No
2558,11000000,1050,Kurla West,2,No,No,No,No
2559,25000000,550,vile parle west,2,No,No,No,No
2560,6000000,1000,Dronagiri,2,Yes,No,No,Yes
2561,11500000,1350,Ulwe,2,Yes,No,No,Yes
2562,8000000,640,Dahisar,1,No,Yes,Yes,No
2563,3800000,660,Dronagiri,1,Yes,No,No,Yes
2564,6000000,1050,Dronagiri,2,Yes,No,No,Yes
2565,17000000,1700,Ulwe,3,No,No,No,No
2567,4000000,660,Dronagiri,1,Yes,No,No,Yes
2568,7450000,600,Dahisar,1,No,Yes,Yes,No
2569,6700000,670,Thane West,1,No,No,No,No
2571,8400000,1206,Thane West,2,Yes,No,No,Yes
2572,12800000,1800,Thane West,3,Yes,No,No,Yes
2573,3500000,735,Dronagiri,1,No,No,No,No
2574,3000000,665,Dronagiri,1,No,No,No,No
2575,3000000,665,Dronagiri,1,No,No,No,No
2577,14000000,1000,Kandivali East,2,Yes,Yes,Yes,Yes
2578,9800000,600,Malad West,1,No,No,No,No
2579,15500000,610,Sewri,1,No,No,No,No
2580,15500000,610,Sewri,1,No,No,No,No
2581,16000000,995,Powai,2,Yes,Yes,Yes,Yes
2582,11000000,585,Powai,1,Yes,No,No,Yes
2583,9000000,578,Powai,1,Yes,Yes,No,Yes
2584,16500000,970,Powai,2,Yes,Yes,Yes,Yes
2585,19800000,1450,Malad West,3,Yes,Yes,Yes,Yes
2587,21500000,1200,Dahisar West,3,No,No,No,No
2588,15500000,850,Ghatkopar West,2,Yes,No,No,Yes
2589,13000000,1075,Koper Khairane,2,Yes,No,No,No
2591,22000000,788,Andheri West,3,No,No,No,No
2592,22000000,788,Andheri West,3,Yes,No,No,Yes
2593,8700000,675,Koper Khairane,1,Yes,No,No,No
2594,11200000,650,Borivali West,1,No,No,No,No
2595,13500000,850,Dahisar,2,No,No,No,No
2596,9600000,515,Kandivali East,1,Yes,Yes,Yes,Yes
2597,11500000,600,Borivali West,1,No,No,No,No
2599,10000000,600,Borivali West,1,No,No,No,No
2600,13300000,899,Borivali West,2,No,No,No,No
2601,10500000,650,Borivali West,1,No,No,No,No
2602,7300000,735,Thane West,1,Yes,No,No,Yes
2603,7000000,540,Thane West,1,No,No,No,No
2604,7300000,570,Thane West,1,No,No,No,No
2605,15500000,1300,Thane West,3,Yes,No,No,Yes
2606,9709000,1022,Thane West,2,Yes,No,No,No
2607,4200000,340,Malad West,1,No,No,No,No
2608,20000000,1000,Borivali West,2,No,No,No,No
2609,16500000,850,Andheri East,2,No,No,No,No
2610,25000000,790,Andheri West,2,Yes,Yes,No,Yes
2611,19600000,985,Powai,2,Yes,No,Yes,Yes
2615,14600000,1135,Malad West,2,Yes,No,No,Yes
2616,14000000,750,Dahisar,2,No,No,No,No
2617,7600000,1050,Ulwe,2,No,No,No,No
2618,3000000,600,Bhayandar East,1,No,No,No,No
2619,8100000,1175,Dronagiri,2,Yes,No,No,Yes
2620,13000000,650,Chembur,1,No,No,No,No
2621,8000000,520,Chembur,1,No,No,No,No
2623,9900000,826,Thane West,2,Yes,No,Yes,Yes
2624,9000000,847,Thane West,1,No,Yes,No,No
2625,10000000,1020,Thane West,2,Yes,No,No,No
2626,10000000,850,Thane West,2,No,No,No,No
2627,10000000,650,Kandivali West,1,Yes,Yes,Yes,Yes
